Protein.Group;DMSO_cultbatch1_rep1;DMSO_cultbatch1_rep2;DMSO_cultbatch1_rep3;DMSO_cultbatch1_rep4;DMSO_cultbatch1_rep5;DMSO_cultbatch1_rep6;DMSO_cultbatch2_rep1;DMSO_cultbatch2_rep2;DMSO_cultbatch2_rep3;DMSO_cultbatch2_rep4;DMSO_cultbatch2_rep5;DMSO_cultbatch2_rep6;CAP_cultbatch1_rep1;CAP_cultbatch1_rep2;CAP_cultbatch1_rep3;CAP_cultbatch1_rep4;CAP_cultbatch1_rep5;CAP_cultbatch1_rep6;CAP_cultbatch2_rep1;CAP_cultbatch2_rep2;CAP_cultbatch2_rep3;CAP_cultbatch2_rep4;CAP_cultbatch2_rep5;CAP_cultbatch2_rep6
Q8IWA5;;;7149;;5273.85;7080.1;19411.7;21106.3;18879.9;18742;22004.2;20755.7;8832.83;8665.86;7137.08;4123.76;5044.84;8889.05;13653;14773.4;11008.6;14686.2;17557.5;16318.8
Q8IWB7;14089.2;13563.5;12343.3;13483.1;10418.9;13268.7;9895.48;7961.39;7769.38;8299.57;8578.03;9936.43;12627.7;12812.9;10373.7;12299.1;13906.5;17229.7;9897.37;7743.24;10391.8;9670.37;9995.94;12016.1
Q8IWB9;13022.2;10416.1;14262.3;13685.9;12986.8;16097.6;10822.8;12679;10211.5;10966.3;13486.9;9296.23;15343.6;14345.3;14343.7;12704.2;15136.2;15798.2;10729.5;10929.1;10821.1;8259.01;10516.2;9120.22
Q8IWE2;21633.9;20668.8;21188.6;18271.2;19001.2;16889.2;18213.6;15586.5;18074.1;14538.9;16646.9;18622.2;17718;17713.8;23606;20729.5;19472.9;19698.3;17226.3;13460.6;14751.8;17533.3;18436.8;10588.2
Q8IWE4;3126.5;3372.77;2571.76;3659.7;3195.92;2456.17;2264.03;1792.94;2697.19;991.534;1050.44;;3841.97;3146.34;3526.54;2560.52;2688.55;1978.69;1808.31;2258.78;3079.55;;;
Q8IWF6;;3596.09;1033.66;1455.62;986.923;2180.31;5425.3;9899.62;5100.89;4058.28;7373.1;4438.09;4363.91;;;;772.607;1081.81;;3088.44;;3179.08;2901.11;
Q8IWI9;4038.12;4352.72;4015.11;5639.9;4356.81;3466.99;6601.52;5925.48;3443;5699.31;3148.43;3562.22;3036.85;3342.58;3067.7;2886.98;4766.1;3155.22;3799.43;3461.27;2901.61;3244.63;2425.94;
Q8IWJ2;12108.3;11954.8;12690.1;11070.9;11848;9586.67;11169.5;11376.8;13555;11163.2;9679.47;12946;11637;10121.2;10609.4;12251.7;11000.3;11071.1;8512.55;9083.86;8956.04;10062.3;9291.72;8058.79
Q8IWS0;18599;16891.5;15989.3;29748.1;29035.8;23584.2;18101.3;19889.7;14156.3;14480.7;17228.1;17906.7;21519.6;24427.1;25397.1;34369.8;36391;30600.6;21149.7;14035;28944.7;22013.2;24327.7;25871.9
Q8IWT6;9218.99;8781.88;6934.6;8034.82;8081.54;8063.9;7900.64;12339.7;8589.62;9312.28;10968.5;7816.96;7843.68;8381.96;7017.71;9029.25;9090.88;7975;8461.86;5773.77;9861.41;8437.88;8816.94;9307.83
Q8IWU5;13385.7;11403.6;13343.1;15164.9;15282.6;12441.3;4035.74;5313.65;6749.9;4532.62;4816.99;4396.21;5912.54;7880.35;7900.51;8727.18;10146.1;8750.26;3146.85;3828.91;5598.42;4051.75;4270.74;4866.42
Q8IWV7;10473.4;10897.5;10710.3;10548.3;11451;10199.4;5393.46;4235.2;5739.54;5522.65;5757.78;5162.39;10065.9;10404.6;8948.07;9814.43;10493.9;10550.8;6319.14;5244.86;7730.51;4850.93;6548.34;7251.76
Q8IWX8;17848.6;18344.4;20890;22375;21810.4;17740.5;18949.1;17765.2;23288.9;24271.3;19707;23217.5;19940.2;17751.8;21032;19496.5;19526.3;20440;20111.2;17712.1;17734.9;21788.5;18899.1;18463.8
Q8IWY9;5818.76;7902.46;3817.42;4379.91;4321.99;4981.16;4475.62;3142.49;3765.98;4030.27;4072.67;4218.91;6105.88;6162.34;5213.6;5140.01;5783.76;5725.95;3968.38;5101.75;3540.87;4937.61;3603.05;4162.54
