Protein.Group;DMSO_cultbatch1_rep1;DMSO_cultbatch1_rep2;DMSO_cultbatch1_rep3;DMSO_cultbatch1_rep4;DMSO_cultbatch1_rep5;DMSO_cultbatch1_rep6;DMSO_cultbatch2_rep1;DMSO_cultbatch2_rep2;DMSO_cultbatch2_rep3;DMSO_cultbatch2_rep4;DMSO_cultbatch2_rep5;DMSO_cultbatch2_rep6;CAP_cultbatch1_rep1;CAP_cultbatch1_rep2;CAP_cultbatch1_rep3;CAP_cultbatch1_rep4;CAP_cultbatch1_rep5;CAP_cultbatch1_rep6;CAP_cultbatch2_rep1;CAP_cultbatch2_rep2;CAP_cultbatch2_rep3;CAP_cultbatch2_rep4;CAP_cultbatch2_rep5;CAP_cultbatch2_rep6
O75935;27022.2;19215.3;15941.6;16254.1;12812;19178.3;15324.1;10083.1;17905.7;19099.9;17739.2;16060.1;22506.3;25348.4;16573.9;11121.7;8928.54;15214.9;15206.1;14648.3;14136.4;14496.7;17689.9;11905.6
O75937;96044.8;90390.1;56776.8;64922.2;62886.4;71514.1;99873.1;126501;85915;85048.8;110922;93124.8;91373.7;85139.8;56334.3;57902.4;59792.6;55318.6;80204.4;89393.1;88038.9;90128;72544.6;87211.6
O75940;24201.5;23335.4;13297.7;16007.8;14699.6;15526;34828.8;44726.2;29508.2;33254.9;42417.1;30509.9;20839;21792.7;15040.2;9913.02;18706.5;16538;27772.1;29989.9;33564.8;29649.5;26454.9;32188.8
O75947;75824.8;82910.2;52566.6;63944.6;59068.6;55806.9;146934;196935;116055;106878;163932;118507;102198;72358.6;70927.3;68914.9;61308.6;42412.6;116410;134387;143293;125074;136919;151853
O75955;37369.6;36785;29833.7;28271.7;27073.8;31091.3;33443.9;24759.9;36777.9;36422.2;29926.3;35711.5;39573.3;39632;33715.8;29449.3;28586;34360.3;30696.9;34426.5;33158.8;38871.4;33765.9;36756.2
O75962;5072.1;5382.71;6384.17;7203.78;6851.63;5370.48;6972.93;8927.73;7477.02;6661.44;8287.66;7347.34;3771.37;4183.61;5061;5738.76;4594.77;5125.42;5990.97;4202.98;5926.5;4679.97;5819.8;5295.53
O75964;128544;145789;107310;111583;118338;97443.7;86531.6;115438;65293;91183.6;131322;108561;155093;105507;110633;143886;147368;152634;121293;108808;112807;107480;121564;128488
O75976;8304.47;9812.24;4275.36;5788.23;3945.78;6164.76;26757.1;29538;19312.8;18481.6;23106.9;20443.7;7708.9;6998.81;3102.28;11811.9;3821.29;3894.19;24605.8;29605.9;28136.1;31548.7;25452.7;31303.5
O76003;62930.4;64327;93622.3;96974.5;102975;78042;164054;169224;140603;156345;221185;162211;70781.9;64677.1;87539.9;101346;108654;77339.4;162348;153422;153917;158272;191107;164987
O76009;;;;;;;;;;;;;;;;;;;;;;;;
O76015;;5526.18;;;;;24089.5;52573.1;17732.5;;50808.9;21262.9;7796.58;;1652.33;2188.31;;;23337;;;25704.2;26913.5;
O76021;88285.8;87701.9;74090.7;71742.1;72876.7;84357.5;106390;96544.1;111295;112535;105660;107513;93980;93818.8;77092.1;78621.1;77795.6;87284.5;109895;113788;113846;117377;117505;118284
O76024;28654.3;28746.1;23887;25222.5;27434.4;28349.3;23471.1;25951.5;27345;26285.8;23638;26109.3;27315.3;27426.3;22534.2;23427.8;23930.5;26305.3;23950.5;25532;23822.8;24570.1;24882.2;27841.5
O76031;22301.8;21913;15375.2;16543.2;15553.8;18782.2;25621.6;23314.6;26701.8;27945.4;24040.4;27247.1;23402.8;21638.8;16861.1;16872.2;15420.5;15059;24700.3;24978.1;24575.9;23140;27835.8;24103.4
O76041;8939.97;8643.17;10994.9;10499.8;12426.3;7365.24;;;2842.47;;4105.35;1045.36;10699.3;15655.5;12511.1;8541;9577.57;9688.97;;;;;;
O76054;12081.8;10010.4;7192.8;9204.56;8841.47;10179.4;24900.5;22254.9;28595.9;24955.1;21376.1;27509.6;13249.5;11304.5;7588.64;8909.31;7191.24;10903.1;23078.5;22891.3;20095.8;19987.4;25066.5;24674.9
O76061;6515.78;;3254.77;2991.27;;;;6162.26;10177.4;4684.21;5279.27;;;9619.76;;3595.34;4135.59;5715.65;5061.13;4556.79;16860.9;4682.6;;
O76071;11485.5;11552.1;7794.57;10015.1;10423.7;12159.4;13331.3;9782.22;12349.4;13793.8;13407.8;13674.8;9770.55;8792.31;7646;7749.03;9293.66;10535.1;16072.8;14802;15355.5;14160.7;13674;13285.6
O76074;13420.2;15019.3;14787.9;16103.5;17052.5;14970.8;;;;15740.3;17466.6;13565.6;11019.8;10554.4;10932;16871.1;5749.2;8845.84;;16723.2;;15548.4;;17370
O76080;6865.94;5525.07;5508.48;7267.9;3764.41;5367.08;7751.4;2572.86;5748.3;3407.01;4829.29;5367.84;4107.27;3938.19;3581.78;3024.85;4968.47;1106.42;2531.79;2754.53;1933.34;4129.82;3427.8;
O76094;88772.5;86752.4;76954.3;75883.6;74604.2;81996.4;69784.6;59312.2;70113.9;72786;64498.9;74114.2;101398;96270.8;86967.9;76946.6;78664.7;87414.1;80697.1;79184.9;78997.4;83757.3;87477.9;87799.3
O76095;32611.6;28995.1;28889.9;29624.9;31919.9;23661.8;36029;47264.5;41406.9;33743.1;31850.1;35655.7;26943.1;27063.8;24947;24757;25401.4;26485.1;28620.8;35024.6;28966.6;34521;31939.5;34065.4
O94760;123253;117309;107571;111544;101911;110539;113729;117278;113369;106802;113869;108591;120986;115473;113877;106820;101666;105574;109106;115498;115206;111084;113823;113860
O94761;4442;4925.11;3259.74;4036.27;4030.15;3309.24;3859.3;;5015.78;4710.81;5411.25;4216.93;2595.31;2731.39;2455.2;2652.56;2645.93;3149.44;3490.24;4208.25;2174.62;3789.77;3145.77;3767.16
O94763;10842.1;10936.9;6169.95;6152.42;5414.63;7260;13845.7;18709.1;9990.5;10795.4;12108.5;10924.6;8994.43;10006.9;6709.57;8838.8;6430.31;4943.56;8965.39;12086.5;10554.1;11279.6;12496.6;11166.7
O94766;15303.8;13755.7;5041.27;4628.44;4594.98;11633.7;17437.4;17461.3;15645.4;13766.3;15708.9;14268.8;15475.3;10232.1;4097.97;3779.83;12265;7254.39;16187.9;16292.2;11103.7;15903.4;15258.3;18859.5
O94776;61635;58166.4;53873.8;51842.1;51826.1;54077.3;86645.7;71093.8;86746.1;91445.5;82992.8;90142.2;59121.4;54219.6;50012.2;52460.3;54556.3;51527.1;76389;80351.8;74104.3;77747.5;76952.6;72087.3
O94804;19913.2;19690.8;18779.4;19028.3;20090.4;19099.7;18543.3;17693.7;19363.5;19268.5;18574.1;18886.3;22607.7;21437.7;19144.3;20031;20977.3;19569.6;19089;19793.7;18330.2;19921.5;21259.5;19626.9
O94822;13023.1;15044.2;10288.8;11074;10640.3;10660;11242.1;12269.3;12455.3;12182.4;11464.1;12771.1;11168.2;10667.3;7664.74;8465.72;8191.43;8615.95;10793.9;9103.35;10103.8;9030.83;9134.61;9560.61
O94826;91721;90913.9;77673.5;72010.6;71751.7;77497.8;94341.7;98369;96529.4;100128;98357.8;95821.4;94587.1;88769.7;74175.7;77701.6;71152.5;76203.9;100015;102250;99172.8;99422.4;104554;102378
O94829;5373.07;4830.24;4232.05;4142.17;4179.02;5088.47;3327.59;;2328.06;3373.51;3070.93;3417.67;3920.97;3868.35;3954.56;4151.51;3867.47;4154.94;2772.95;2644.48;1508.69;3847.02;3360.15;3684.93
O94832;19214.1;9758.01;7984.39;9309.61;6557.25;10950.4;21875;15863.4;17068.1;21579.9;19062.6;22570.4;18454;13294;5600.9;5623.55;5800.37;6732.93;12058.8;15909.8;15352.6;14845;8882.43;13783.4
O94842;16193;16161.2;9774.38;11926.7;10614.1;11781.7;15015.5;10437.4;12846.9;13104;11344.8;14693.6;14275.8;15496.6;10269.2;8055.46;9042.65;11193.3;9490.99;12292.2;8958.07;9729;10859.9;8212.76
O94851;17442.2;16114.3;6920.89;8799.21;11330.3;16979.3;31593.3;40851.8;31975.5;33877.6;37411.6;33060.8;23577.6;22477.7;10637.7;10698.8;11218.7;17700.8;39703;43187.1;36258.1;37652;45782.3;42736.5
O94855;15094.7;15606.6;8584.93;7941.27;8486.6;11370.2;18484.7;;15672.4;19268.7;17845.5;19977.2;14963.3;14123.2;7295.78;7303.02;9372.96;10367.7;25108.3;13017.8;24256.2;19833.6;21106.7;20754.4
O94868;;1115.91;1989.39;858.432;1365.22;2128.23;;;1395.09;;;;;657.802;2182.18;1400.91;1056.02;1148.07;;559.09;1240.26;;;
O94874;37254.9;44875.3;34840.3;38060.3;34720.2;36353.9;41845.6;45474.9;38936.3;41060.6;48606.6;41219.4;41554.9;40199;36042.4;33636.4;36240.4;42185.1;49845.4;44676.6;48937.9;44351.1;48906.6;48752.9
O94880;5296.37;3308.47;2871.39;3503.16;3771.07;3146.07;3157.82;;4843.28;2909.35;;2697.22;3903.58;1790.23;2577.49;2761.24;2320.83;3483.1;2957.96;3786.83;;3817.71;;
O94888;30828.9;29269.9;23162.5;25724.1;22888.6;27663.9;39893.5;39628.2;34124.3;37863.6;34484.6;35371.7;26387.8;25199.7;23980.3;22730.9;24381.1;21200.2;29374.8;32084.6;34308.9;38335.4;37453.5;36406.6
O94901;19576.7;18929.5;18498.6;19524.3;21743.4;20809;17449.1;14040.4;19391.3;21212.9;15237.4;21494.2;20167;19399.4;18206.1;20887.4;22002.9;20037.3;16719.2;16599.7;16343.8;17398;16761.3;16039.6
O94903;50047;56351;30295.3;29657.8;30262.2;43301.8;54703.8;54079.3;39721.6;51147.6;62344.6;45703.5;50180.7;44243.6;26882.3;24214.7;23102.5;34104.8;51032.8;49015.7;60267.2;37770.2;46070.3;58982.3
O94905;30173.5;27941.9;19618.7;22901.7;18651.9;29177.3;39708;35285.5;38462.1;39088.5;41830.3;38306.2;25094;24181.5;15496.7;16845.9;18352.7;21533.1;47378;42543;43523.4;42759.4;39812.8;41663.4
O94906;76920.5;60249;46550.1;54879.7;55786.3;54716.8;175075;158545;162139;129991;177249;138734;79361.4;58087.6;50756.9;35209.5;62824.1;69097.3;146032;131624;131517;136468;161730;125639
O94907;21559.2;23097.6;17287.7;14537.7;14235.8;15050.6;18212.7;20143.5;16011.6;13333.4;12931.7;15925.2;7843.1;6336.37;4572.1;5368.37;6108.69;4204.15;2854.38;4728.53;2410.7;3791.34;4578.1;5286.15
O94913;5330.25;5929.56;6176.02;5389.57;5778.4;5903.38;6688.34;7647.71;8375.52;7194.9;5617.46;8325.74;3759.45;4186.32;4979.78;4543.46;5080.68;4792.9;5338.78;4305.56;5777.16;4763.14;5786.2;6272.14
O94915;10877.5;10839.5;11683.4;12243.7;12929.9;11385.7;8118.84;6355.33;9768.75;9779.52;12116.5;9512.29;11068.1;10182.2;10495.3;12742.5;10296.8;11157.3;9380.93;7197.85;9735.47;9859.87;10068.9;9247.58
O94916;2537.2;3101.27;3388.89;5118.37;3912.54;3893.99;5768.31;;7297.58;6031.19;;7270.79;2805.62;3586.3;4005.06;4736.38;3570.79;2974.79;4665.55;2520.25;4907.1;4414.9;2922.57;2737.24
O94919;17257.4;17565.7;12374.9;12644.1;13983.2;17586.7;15345;16252.6;17266;17683;13136.4;14572.8;21669.6;21072.9;13409.4;12210.3;9780.26;17008.6;15120;14846.8;15248.4;17158.8;17989.8;16403.4
O94925;84125.1;80375.5;75306;73945.1;71312.4;79417.7;129275;147674;138495;133481;135262;138167;84252.5;80347.3;73641.3;75824;72072.1;83385.6;122323;130937;136399;128407;127946;129213
O94927;6510.6;8426.44;9373.11;10057.5;6687.87;2782.13;4725.15;;5820.79;5068.84;5390.84;4590.29;3749.5;3543.45;7965;12658;2541.03;2211.5;5537.9;4208.86;;4379.51;5657.74;3969.17
O94929;7324.33;8081.93;5342.2;3818.99;6632.59;8118.02;6291.67;6538.79;6338.53;4805.85;6402.36;5165.93;12816.1;11166;4754.07;7992.84;12318.3;13316.7;10926.7;8881.25;9128.13;9073.24;10582.7;8528.31
O94964;5731.1;6237.57;7281.75;6280.33;7197.18;6449.82;5946.39;5887.69;5027.78;3994.43;6232.67;5473.98;3040.86;2282.35;3697.5;3790.44;3693;4134.31;3555.95;4154.68;4290.51;3971.79;4233.46;3768.73
O94966;31257;26096.7;15260.9;17920.3;17837.2;23340.5;24583.6;31625.2;21186.6;20270.5;41685;24005.6;27897;23960;15577.8;15158.3;15405.8;19407.4;31390.2;22378.9;34045.9;20648.7;22728.9;25290
O94967;4608.78;5674.66;3725.87;3147.81;3270.64;4131.39;6596.08;;4701.39;5438.84;5319.42;8348.39;5853.33;4533.27;2311.87;3833.83;2982.66;4112.82;6859.18;6096.74;6141.36;6824.88;5786.78;6437.47
O94973;50067.6;49482.8;38305.1;36537.1;41977.5;45529.7;33233.1;30215;38940.5;40503.6;38716.6;38696;44327.3;42142.6;31633.2;34303.2;36984.3;38029.4;37306.3;34851.1;35137.9;35154.9;35955.3;35128.1
O94979;102262;98410;81802.1;78825.6;76486.6;87428.8;80058;89795.1;83318.7;81708.5;88703.1;88018.1;99908.1;100951;80253.7;76234.6;79418;91046.2;86690.3;82846.9;86566.4;82546;87552.2;93873.6
O94985;7148.64;8414.62;5353.97;4592.62;4364.96;4883.76;5944.99;;4000.78;;5894.88;6326.37;;5542.72;2641.75;;3078.77;4164.42;;;;6820.71;;
O94992;51141.6;47048.4;48047.9;50011.5;50496.8;45784.7;46391.2;38977.5;38266.1;36055.3;36341.2;39702.6;41950.3;38176.4;42380.1;47655;48940.1;40262;24358.6;26591.3;24662.1;27422.8;27506.9;21186.8
O95059;1903.22;1226.08;2459.74;2239.81;2175.88;1168.27;;1555.02;2639.01;1751.8;;1392.49;1072.22;1682.6;1728.38;2100.29;1720.74;1888.81;;1632.56;3060.7;1736.04;1888.06;
O95070;16439.5;18201.7;22965.4;23726.1;27227.4;25069.9;16815.1;22816.5;25888.9;18395.3;19730;20621.8;19516.7;11604.4;22169;19868.9;21390.3;20166.8;14645.3;16428.5;18333.1;27758.7;26289.5;13971.9
O95071;11085.3;12112.4;11824.1;11898.8;12903.3;12669.2;12241.6;8203.31;12064.2;12196.2;9446.93;14037.5;8384.55;9473.17;9170.38;9187.94;9951.06;8991.85;8184.6;8837.93;9799.77;9515.87;10098.6;7933.47
O95104;18117.8;19574.2;19390;17452.3;20192.3;19291.8;21121.2;18225.9;20936.3;23309.3;17562;21021.6;16541.3;18012.4;18973.9;18902.8;20258.4;19960.9;16377.8;19083.3;17120.5;21175.1;18614.7;18638.5
O95139;16501.1;13986.3;15313.9;11406.6;11264.5;12162.3;14412.1;9577.12;17016.6;14312.5;13625;16767.2;15432.1;16155.1;12084.1;10596.7;9933.38;12457.5;13389.6;14538.2;13146;14286.4;15830.3;15037.8
O95140;8023.91;9251.55;11780;10997.7;11012.6;8862.26;16450.4;10355.2;15789.7;15423.3;15235.9;18377.1;8572.61;8961.48;11187.7;13570.9;12694.7;10340.6;18115.1;17907.7;16982.4;15836.5;12322.8;16768.8
O95155;16576.7;15294.8;15013.8;17348.5;18462.5;16324;15046.7;15692.7;15700.1;15127.6;15131.7;15292.9;12353.3;12279.5;14876.3;15488.3;14752.5;14246.7;12503.7;11698.2;9601.28;12545.7;12342.9;11617.9
O95159;21916.9;22145.9;20913.5;22979.4;22087.6;20405.3;22440;21954.2;20405.4;19607.9;18816;20788.6;24706.2;22155.2;25520;23237.6;35678.9;26048.5;27085;24859.7;28628.6;22550.8;26693.2;22596.2
O95163;11708.2;13078.1;10918;12025.5;13259.5;12572;9926.37;9206.24;9967.04;11551.2;8548.04;10932.1;10476.5;11416.1;9923.23;11305;11570.2;10735.4;9886.44;8765.72;9982.23;10384.3;8944.58;8945.65
O95166;26061;20069.6;22634.4;24651.1;18480.7;21158.3;17478.7;;20296.9;;20140.6;18064.4;24298.7;23177.2;20093.6;19199.3;24496.6;19246.1;;15875.3;;;13093.2;
O95168;38629.4;35550.2;16130.3;21120;18590.6;25339.5;36594.4;34553;32357.5;33716.9;35961.3;35262.8;37178.8;33428.6;19237.4;16613.9;13827.5;22854.4;29742.4;28347.4;31786.1;29135.2;29951;30966.5
O95171;;;;3500.9;;;12960.2;15065.4;13528.7;12050.9;18350.1;11314.6;;1637.92;;;6410.46;;7308.22;7413.29;7127.18;7484.3;7921.7;8417.21
O95182;15054.8;14417.4;13857.6;12659.7;14907.3;11787.6;12326.4;11726.2;12151.9;12480.6;13363.4;11844.3;17398.3;16261.6;13580.5;13056.5;11301.1;11661.3;11029.4;10585.5;9683.64;13879.6;8548.04;11176.1
O95197;34974;42109.4;34311.2;38793.7;40976.4;43605.8;41598.9;37125.5;52108.9;57029.7;49826.7;55409.5;40200.8;37125.9;34755.6;45354.5;47877.5;48386.6;61508.5;57190.5;57731.2;53883.2;52127.7;50581
O95202;82678.2;77791.1;66346.2;66574.3;63977.4;74105.7;92125.8;98094;93484.7;87548.1;87641.5;86811.8;94658;93126;74597;69426.8;69243;74399.7;94450;95884.7;85213.6;94747.5;93300.3;93276.1
O95208;3350.78;4219.47;4195.37;4614.97;4423.7;4483.36;7943.56;6440.57;7557.11;5776.34;7051.85;5766.22;4105.63;3856.88;5199.66;3254.02;3447.22;2887.5;5683.74;4355.29;5164.77;3433.97;5409.42;5046.7
O95210;2096.87;3153.48;3196.83;2891.63;3174.52;1939.21;2629.66;1607.91;2828.04;3406.9;1652.13;2465.16;1404.56;1976;1448.95;1651.07;2295.34;1786.34;1710.29;1396.12;1037.1;1007.43;;
O95218;50936.9;54779.7;25455.5;28670.1;23538.1;32129.7;89930.2;119147;83588.5;73869.9;103600;82505.1;50221.7;41089.4;25482.3;26147.5;21991.6;26100.2;78006.8;87706.2;87030.3;82034.6;75768.9;80956
O95219;11929.4;11966.6;11224.8;9976.41;9239.23;11039.7;9961.47;9503.86;9370.35;8420.97;12053.7;10752.4;11606.6;10454;10092.2;10756;10216.4;9982.62;10847.8;6189.63;10617.3;9158.48;7858.86;8943.75
O95229;11749.4;12052.5;6163.5;9450.98;9776.71;9425.88;15821.3;14321.3;12768.8;10125.6;14209;12568.4;4258.79;4969.08;3288.58;3762.2;1484.21;3332.44;6450.99;4323.86;3406.18;4540.2;6373.4;5668.65
O95232;26865.7;29037.4;23197.5;24140.4;20832;24659.6;30291.5;34450.4;30799.9;28806.4;32457.9;29587.7;25260.5;26535.3;20558.7;20110.1;22520.1;25551.3;27450.3;29034;30384.3;30135.4;30335.8;29755.4
O95235;7287.05;7382.64;7994.61;6959.23;6046.36;7273.24;4856.08;;7393.84;5168.58;4574.2;5149.69;1796.45;1902.26;2985.19;2802.65;1752.78;4259.4;2126.96;;;;;4698.12
O95239;22071.5;21401.6;18623.1;19299.8;18001.8;20621.8;23652;21321.4;22877.5;21193.7;19791.2;23174.1;14092.8;14559.2;12395.7;12556.1;10762.6;12008.5;12584.5;9922.66;11485.2;13384.9;12822.4;12361
O95248;10788;12746.6;7822.79;6463.22;5950.99;9441.03;13921.4;;11025.6;11468.8;12981.8;9397.52;8034.04;9633.1;5131.3;7360.31;3952.53;7714.89;;9225.88;14083.5;8332.25;8121.09;8827.82
O95249;13265.7;13073.7;15293.3;14884;15537.3;15826.2;10756.2;10184;11543.7;10812.5;10153.2;11472;12347;12921.5;15109.5;16382;14099.6;15246;11056.4;10435.3;12858.4;11525.9;10058.6;11219.1
O95259;;;;;;;;;;;;;;;;;;;;;;;;
O95260;3518.86;4397.5;3997.21;3312.65;3474.45;3367.07;4009.62;6124.91;4076.7;5223.87;4080.78;5385.49;4476.09;2999.89;4317.99;4745.58;2981.14;3544.83;3093.58;4702.66;4532.88;6337.28;4976.7;5233.46
O95273;17753.4;15383.8;11573.8;13209.5;12048.4;14133.4;13759.9;14400.8;12770.2;12787.8;12742.4;13610.2;10643.3;14823.8;8036.94;10353.9;11580.4;14632.5;11392;11500.2;9528.5;9399.54;9378.6;10621
O95292;53597.2;52619.2;56410;53001.9;55284.4;56395.7;74409.7;71447.2;75839;77403;74549.3;73115.8;56801.1;55301.1;59038.1;59263.9;57255.2;55872.3;65789.5;67598.1;69756.5;69345.4;69447;69501
O95295;16735.1;17884.6;11565.9;11815.8;9788.79;11425.9;9253.84;6394.66;11389.6;9035.19;7760.07;8019.52;17706.1;15578.6;10686.4;9053.22;11093;12434;9828.62;7510.1;7510.31;9924.92;9105.44;7502.27
O95297;11809.3;12848.5;12429.3;10546.2;9682.61;10454.7;18840.1;11776.4;19745.8;19907.1;16498.1;19592;8802.35;9164.62;8944.01;10408.5;9670.02;7945.35;14477;11102.9;15776.5;16141.9;16941.8;11853
O95298;15286.3;14771;6602.12;5117.48;7086.83;10230.4;22437;26278.6;20249.6;20104.4;27442.9;26665.7;17287.9;13760.3;7896.46;5298.58;2248.18;5630.74;32598.7;31082.1;28308.3;26520;31033.9;28335.8
O95299;52129.3;47974.1;21313.5;19011;19175.3;32262.8;47718.9;57586.1;44104.6;44096.2;44618.4;44939.3;62631;52605.6;20462.6;20829.2;19085.5;20623.2;47102.3;49221;44333.8;47186.8;46096.8;49594.4
O95302;33969;37846.8;16535.5;19714.5;16171.8;22425.6;73863.2;88774.4;68784.3;65792.9;78554.8;68761.1;25337.4;19409.2;7485.84;16582;9179.38;12442.9;54622.5;64231.3;63777.9;64473;59382.1;59873.4
O95336;217922;210070;127286;129141;139321;147804;247333;255474;202023;193602;238230;227342;257220;195787;119774;143010;125334;133339;248925;260209;261256;238347;253756;261379
O95340;36798.9;29094.4;36264.9;36513.3;45003.1;36608.6;18498.1;23303;23474.6;21282.2;18365.9;20115.4;25977.1;37395.6;39848.7;38824.7;35922;38701.1;16683;17024.1;17813.5;16477;16269.3;16236
O95347;27788.7;27608.3;25712.1;27071.3;26436.3;27933.1;41807.7;38613.6;43177.8;41592.8;41097.6;42406;27766.8;25040;24619.6;20946.7;22305.9;23117.3;34972.9;35413.8;36711.1;36942.9;37365.5;35640
O95352;16233;15784.4;14991.7;17553.6;15890;14109.2;14007.2;14151.2;14714.1;15550.2;14385.6;15568;13747.8;14142.8;13107.1;15724.5;14741.4;17340.8;19520.7;16424.5;18962.4;15396.9;17071.2;16176.9
O95359;9406.54;8280.09;3298.58;2826.96;4274.18;6032.3;7439.25;8206.82;7052.01;4341.54;7405.17;5552.57;7826.31;8435.76;3340.56;2668.05;3093.53;3667.12;5623.49;6997.64;5136.77;5409.41;8757.63;6385.42
O95361;3708.98;4644.39;4925.66;3905.76;3969.53;4959.39;10173.2;9396.25;7879.95;9366.25;6501.84;6968.08;5218.69;4629.48;4832.69;5814.68;5807.61;4861.3;7576.64;7186.98;;6810.58;6662.33;8026.3
O95363;15877.1;17573.5;11735.1;11806.3;12301.9;15175.4;25026.7;24674.4;24758.5;21238.7;24188.7;20010.1;17209.7;10675.3;12596.1;13669.8;13672.1;11918.4;26363;23600.1;19449.2;23510.7;25092.2;19500.4
O95372;47187.6;41415.4;31009.7;33810;30371.1;37417.3;44336.3;43500.2;48027.2;57579.3;45946.2;53854.8;43119.2;44869.6;35886.3;27401.2;27420.7;32434.5;48183.6;48945.3;47501;51665.8;51273.4;46142.9
O95373;120223;129759;95449.6;113864;110631;113353;96073.7;117102;95174.1;103837;110692;112071;127187;124216;90218.5;111551;110271;126456;119636;109918;125022;111099;113925;126087
O95376;15809.1;15090.5;14965.2;16181.4;16886.2;15929.9;14562.9;15377.9;11458.3;14108.6;14857.5;13182.3;18675.8;14559.8;14009;16362.4;17078.1;15324.5;12737.3;11844.1;14557.5;14057.5;15500.9;15166.8
O95391;10056.2;10840.2;8920.37;7487.55;8608.95;9723.62;15368.6;9191.2;11757.6;11308.5;10197.1;10981.7;9102.96;9076.72;8307.51;6638.86;6267.71;8572.99;8665.64;12577.5;10030.1;12391.7;9843.47;10114.6
O95394;44492.1;43299.5;36731.2;36615.3;38045.1;43314.7;55532.6;58928.8;45641.5;48735.9;56948.1;50594.9;46444.3;44871.2;40332;42410.2;38200;41852;56978.1;48140.6;49439.8;45958.1;49803.6;56278.1
O95396;4970.62;5489.77;5267.98;5590.15;5970.08;5727.54;6376.76;5350.16;7059.87;7169.81;7468.71;5137.1;6134.85;4765.67;3909.73;4970.25;4386.17;3959.37;6879.53;6295.45;4780.78;7430.15;6155.96;5700.63
O95425;5511.18;5749.85;6518.94;5459.3;6070.31;5594.79;7516.35;6488.51;8980.17;7810.86;7011.36;8079.97;6252.03;5771.73;6194.98;5618.78;5980.23;5136.16;5876.04;6369.14;5950.6;5751.69;5961.17;5214.88
O95429;5548.88;5003.14;5098.88;3983.71;4112.82;4583.93;3401.88;;4041.03;4277.67;2638.8;4387.63;3491.6;3846.1;3634.12;3755.86;3532.41;4785.11;2505.92;2471.14;2589.4;;;
O95433;130354;127502;57104.5;73819.5;69639.7;91354.5;107280;116090;105169;111088;123165;110713;143550;119079;68892.8;55148.1;68309.6;91354.2;121294;118221;115382;99027.3;118326;124640
O95453;6070.91;6572.03;6546.5;6918.75;7434.59;7275.84;10086.7;7419.51;8556.08;6688.32;7183.14;5295.51;5897.55;5780.5;6082.86;8155.43;7992.28;6671.68;5332.44;6671.94;5765.28;6295.17;6096.88;4494.82
O95456;78046.8;77432.9;62995.1;59254;59759;73826.2;105819;115072;95276.3;92841.2;114764;99330.2;77514;81030;57216.5;55288.2;56924.1;68866.4;104305;104732;87854.4;97156;105621;117616
O95470;55626;58227.6;50589.1;54415.1;54605.4;55767.4;52953.1;59335.2;63573.8;61283.9;56572.7;58500.8;63669;60764.5;52385.7;52430.7;57813.5;56530.1;65898.7;60570.4;58912.6;57229.9;58614.1;59883.1
O95478;19266.7;16890.4;18367.5;16212.7;16967.2;20281.6;31822.3;19724.1;26723.2;20520.9;31803.1;21428.6;22375;16100.9;12936.5;12831.8;12393.2;15777.7;32926.3;24028.9;26636.6;26836.5;26820.3;26860.9
O95486;18494.2;19911.3;18335.9;16208.5;14590.4;16520;33350.2;29829.9;22908.1;28906.5;39125.9;21182.5;13354.9;16256;15433.2;11583.8;14393.6;13326.4;24463.4;22423;27703.8;25885.8;22373.3;30176.4
O95487;42788.9;38367;37256.8;39666.5;38473.7;38142.1;37232.8;32097.7;38981.3;38021.6;38752.4;38013.9;41495.9;38272.7;35876.1;38020.6;37583.4;37321.2;36827.4;37156.3;36709.9;36381.5;31986.5;36819.5
O95498;1396.02;795.743;1312.58;2299.33;2143.8;3008.19;;;;;;;1356.21;1608.41;2696.85;4530.21;2944.24;2647.4;;;;;;
O95500;;;;1613.36;1271.82;1174.62;;1501.75;;1880.39;;;;;;1766.29;1291.97;661.015;1598.4;;657.321;1410.67;1133.45;
O95544;3256.09;4871.95;5135.1;5133.14;5591.27;3679.35;3485.63;3094.68;3681.45;3952.54;1159.35;2993.24;2531.89;2789.93;4221.99;4536.9;4513.1;4368.22;2098.81;2115.14;1768.72;2807.17;2179.13;3394.55
O95551;9387.89;10751.5;5744.73;5628.06;6262.43;8114.55;14346.6;10122.6;11641.6;11921.1;13636.8;11499.8;8753.75;8307.23;4425.99;4686.69;5440.6;7689.72;10667.2;11315.8;12459.7;13467.4;12558.6;8996.69
O95562;31946.3;36307.8;29990;33315.6;27363.1;36974.2;29097.6;29021.4;26055.9;27896.6;31062.7;32163.1;40075.8;34272.8;35200.2;37889.6;39598.1;41979;33172.8;37284.4;32206.5;38687.7;32022;39620.3
O95563;4018.6;5313.97;4931.19;3711.35;4855.21;6701.58;3726.1;3551.15;3795.24;5242.05;;2909.51;7726.26;8400.64;4560.06;3932.03;4499.36;7239.33;12715.6;4173;8438.99;4811.39;;5146.58
O95571;45834.4;51947.2;38431.6;34964.8;49652;47388;60008.4;48003.1;56657.3;56134.7;63118.9;55655.4;58077.9;59122;46864.3;34102.3;54321.2;60844.7;56578.1;64298.9;54477.1;62260.3;64753;65491.8
